record_id,animal_id,species,breed,age_years,gender,weight_kg,body_temperature_c,symptoms,clinical_signs,disease,risk_score,risk_level,possible_risks,recommendation,status,report_date,village,taluka,district,state,owner_name,image_class_folder
HR0172,DS133,Cow,Khillar,8.3,Female,324,40.7,skin problem;loss of appetite,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,50,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-09-06,Kagal,Kagal,Kolhapur,Maharashtra,Sachin Deshmukh,Disease_Images/Lumpy_Skin_Disease
HR0173,DS133,Cow,Khillar,8.3,Female,324,38.8,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-17,Kagal,Kagal,Kolhapur,Maharashtra,Sachin Deshmukh,Disease_Images/Healthy
HR0174,DS134,Cow,Gir,10.0,Female,446,38.5,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-20,Shirol,Shirol,Kolhapur,Maharashtra,Bhagwan Shinde,Disease_Images/Healthy
HR0175,DS135,Cow,Red Kandhari,1.2,Female,339,38.3,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-20,Kamptee,Kamptee,Nagpur,Maharashtra,Sopan Pawar,Disease_Images/Healthy
HR0176,DS136,Cow,Jersey,5.7,Female,295,40.4,skin problem;fever;loss of appetite;reduced milk production;weakness,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,99,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-08-09,Baramati,Baramati,Pune,Maharashtra,Balasaheb Patil,Disease_Images/Lumpy_Skin_Disease
HR0177,DS136,Cow,Jersey,5.7,Female,295,38.1,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-23,Baramati,Baramati,Pune,Maharashtra,Balasaheb Patil,Disease_Images/Healthy
HR0178,DS137,Buffalo,Jaffarabadi,5.3,Female,384,40.5,fever;loss of appetite;reduced milk production;skin problem,"Painful hooves, mouth ulcers, sudden drop in milk yield",Foot_Mouth_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-05-20,Niphad,Niphad,Nashik,Maharashtra,Prakash More,Disease_Images/Foot_Mouth_Disease
HR0179,DS137,Buffalo,Jaffarabadi,5.3,Female,384,38.9,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-01,Niphad,Niphad,Nashik,Maharashtra,Prakash More,Disease_Images/Healthy
HR0180,DS138,Buffalo,Pandharpuri,4.3,Female,399,40.7,fever;loss of appetite;reduced milk production;skin problem,Vesicles and erosions in mouth and between hooves; drooling; lameness,Foot_Mouth_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-07-15,Sangamner,Sangamner,Ahmednagar,Maharashtra,Kavita Pawar,Disease_Images/Foot_Mouth_Disease
HR0181,DS138,Buffalo,Pandharpuri,4.3,Female,399,38.2,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-27,Sangamner,Sangamner,Ahmednagar,Maharashtra,Kavita Pawar,Disease_Images/Healthy
HR0182,DS139,Cow,Red Kandhari,2.2,Female,500,38.2,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-04,Baramati,Baramati,Pune,Maharashtra,Sanjay Shinde,Disease_Images/Healthy
HR0183,DS140,Cow,Red Kandhari,9.0,Female,373,40.2,skin problem;fever,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,50,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-09-01,Karad,Karad,Satara,Maharashtra,Shivaji Pawar,Disease_Images/Lumpy_Skin_Disease
HR0184,DS140,Cow,Red Kandhari,9.0,Female,373,38.8,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-21,Karad,Karad,Satara,Maharashtra,Shivaji Pawar,Disease_Images/Healthy
HR0185,DS141,Cow,Khillar,1.5,Female,510,38.5,skin problem,Patchy hair loss with dry scales on shoulder,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Open,2026-08-16,Pandharpur,Pandharpur,Solapur,Maharashtra,Meena Gaikwad,Disease_Images/Ringworm
HR0186,DS141,Cow,Khillar,1.5,Female,510,38.2,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-26,Pandharpur,Pandharpur,Solapur,Maharashtra,Meena Gaikwad,Disease_Images/Healthy
HR0187,DS142,Buffalo,Nili-Ravi,3.2,Female,613,38.6,skin problem,Patchy hair loss with dry scales on shoulder,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Open,2026-05-18,Kagal,Kagal,Kolhapur,Maharashtra,Prakash Gaikwad,Disease_Images/Ringworm
HR0188,DS143,Cow,Red Kandhari,9.2,Female,520,40.3,skin problem;fever;loss of appetite;reduced milk production,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-09-03,Miraj,Miraj,Sangli,Maharashtra,Dattatray Jadhav,Disease_Images/Lumpy_Skin_Disease
HR0189,DS144,Cow,Khillar,5.7,Female,390,39.5,reduced milk production;weakness,Udder swelling with reduced milk yield and mild fever,Mastitis,24,Low,General health concern,Continue preventive care and monitor for new symptoms.,Open,2026-05-11,Junnar,Junnar,Pune,Maharashtra,Balasaheb Shinde,Disease_Images/Mastitis
HR0190,DS144,Cow,Khillar,5.7,Female,390,38.2,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-24,Junnar,Junnar,Pune,Maharashtra,Balasaheb Shinde,Disease_Images/Healthy
HR0191,DS145,Buffalo,Jaffarabadi,6.1,Female,358,39.5,reduced milk production;fever,Swollen hot painful udder; clotted or watery milk,Mastitis,37,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Needs Review,2026-07-17,Kagal,Kagal,Kolhapur,Maharashtra,Sanjay Gaikwad,Disease_Images/Mastitis
HR0192,DS145,Buffalo,Jaffarabadi,6.1,Female,358,38.8,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-29,Kagal,Kagal,Kolhapur,Maharashtra,Sanjay Gaikwad,Disease_Images/Healthy
HR0193,DS146,Cow,Red Kandhari,3.4,Female,360,39.4,reduced milk production;fever;loss of appetite;weakness,Udder swelling with reduced milk yield and mild fever,Mastitis,74,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-05-10,Baramati,Baramati,Pune,Maharashtra,Prakash Chavan,Disease_Images/Mastitis
HR0194,DS146,Cow,Red Kandhari,3.4,Female,360,38.2,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-27,Baramati,Baramati,Pune,Maharashtra,Prakash Chavan,Disease_Images/Healthy
HR0195,DS147,Buffalo,Jaffarabadi,3.3,Male,515,38.0,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-19,Sangamner,Sangamner,Ahmednagar,Maharashtra,Vijay Shinde,Disease_Images/Healthy
HR0196,DS148,Cow,Holstein Friesian,9.9,Female,513,39.4,reduced milk production;fever;loss of appetite;weakness,"Hard quarter of udder, flakes in milk, kicks when milked",Mastitis,74,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Needs Review,2026-08-27,Junnar,Junnar,Pune,Maharashtra,Nitin Shinde,Disease_Images/Mastitis
HR0197,DS149,Cow,Crossbred,7.2,Female,348,39.6,reduced milk production;fever,"Hard quarter of udder, flakes in milk, kicks when milked",Mastitis,37,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Needs Review,2026-06-02,Phaltan,Phaltan,Satara,Maharashtra,Ganesh Kadam,Disease_Images/Mastitis
HR0198,DS150,Buffalo,Pandharpuri,2.3,Male,433,40.0,loss of appetite;reduced milk production;weakness;skin problem,"Painful hooves, mouth ulcers, sudden drop in milk yield",Foot_Mouth_Disease,74,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-08-05,Sinnar,Sinnar,Nashik,Maharashtra,Balasaheb Gaikwad,Disease_Images/Foot_Mouth_Disease
HR0199,DS151,Cow,Deoni,5.2,Female,397,38.5,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-19,Pandharpur,Pandharpur,Solapur,Maharashtra,Bhagwan Kadam,Disease_Images/Healthy
HR0200,DS152,Buffalo,Murrah,5.2,Female,574,38.5,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-07,Junnar,Junnar,Pune,Maharashtra,Sachin Bhosale,Disease_Images/Healthy
HR0201,DS153,Cow,Jersey,2.6,Female,447,40.9,skin problem;fever;loss of appetite,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,75,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-08-09,Kagal,Kagal,Kolhapur,Maharashtra,Bhagwan Shinde,Disease_Images/Lumpy_Skin_Disease
HR0202,DS153,Cow,Jersey,2.6,Female,447,38.4,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-29,Kagal,Kagal,Kolhapur,Maharashtra,Bhagwan Shinde,Disease_Images/Healthy
HR0203,DS154,Buffalo,Jaffarabadi,6.6,Female,512,39.9,reduced milk production;fever;weakness,Swollen hot painful udder; clotted or watery milk,Mastitis,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Open,2026-08-09,Karad,Karad,Satara,Maharashtra,Bhagwan Jadhav,Disease_Images/Mastitis
HR0204,DS155,Buffalo,Pandharpuri,7.1,Female,489,39.0,skin problem,"Grey crusty round lesions around eyes, mild itching",Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-09-08,Sangamner,Sangamner,Ahmednagar,Maharashtra,Sachin Bhosale,Disease_Images/Ringworm
HR0205,DS156,Buffalo,Pandharpuri,4.3,Female,609,38.7,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-10,Sangamner,Sangamner,Ahmednagar,Maharashtra,Ganesh Jadhav,Disease_Images/Healthy
HR0206,DS157,Cow,Jersey,7.3,Female,380,38.7,skin problem,"Grey crusty round lesions around eyes, mild itching",Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-06-18,Sinnar,Sinnar,Nashik,Maharashtra,Ganesh Shinde,Disease_Images/Ringworm
HR0207,DS158,Cow,Khillar,2.2,Female,510,38.9,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-19,Rahuri,Rahuri,Ahmednagar,Maharashtra,Sachin Deshmukh,Disease_Images/Healthy
HR0208,DS159,Cow,Red Kandhari,3.7,Female,302,38.4,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-31,Hingna,Hingna,Nagpur,Maharashtra,Mangal More,Disease_Images/Healthy
HR0209,DS160,Buffalo,Nili-Ravi,5.9,Female,536,41.0,fever;loss of appetite;weakness,Vesicles and erosions in mouth and between hooves; drooling; lameness,Foot_Mouth_Disease,62,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-08-25,Sinnar,Sinnar,Nashik,Maharashtra,Vijay Chavan,Disease_Images/Foot_Mouth_Disease
HR0210,DS160,Buffalo,Nili-Ravi,5.9,Female,536,38.1,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-03,Sinnar,Sinnar,Nashik,Maharashtra,Vijay Chavan,Disease_Images/Healthy
HR0211,DS161,Cow,Holstein Friesian,10.4,Female,356,38.4,skin problem,Circular hairless scaly patches on face and neck,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Open,2026-09-11,Niphad,Niphad,Nashik,Maharashtra,Dattatray Shinde,Disease_Images/Ringworm
HR0212,DS161,Cow,Holstein Friesian,10.4,Female,356,38.4,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-21,Niphad,Niphad,Nashik,Maharashtra,Dattatray Shinde,Disease_Images/Healthy
HR0213,DS162,Cow,Red Kandhari,9.5,Female,439,38.2,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-05,Sinnar,Sinnar,Nashik,Maharashtra,Suresh Shinde,Disease_Images/Healthy
HR0214,DS163,Buffalo,Jaffarabadi,8.2,Female,542,39.0,skin problem,Circular hairless scaly patches on face and neck,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-06-21,Phaltan,Phaltan,Satara,Maharashtra,Bhagwan Kadam,Disease_Images/Ringworm
HR0215,DS163,Buffalo,Jaffarabadi,8.2,Female,542,38.0,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-06,Phaltan,Phaltan,Satara,Maharashtra,Bhagwan Kadam,Disease_Images/Healthy
HR0216,DS164,Buffalo,Jaffarabadi,8.5,Female,503,40.9,skin problem;fever,"Skin nodules with scabs, reduced movement, watery eyes",Lumpy_Skin_Disease,50,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-07-12,Kagal,Kagal,Kolhapur,Maharashtra,Vijay Salunkhe,Disease_Images/Lumpy_Skin_Disease
HR0217,DS165,Cow,Deoni,9.8,Female,450,41.0,skin problem;loss of appetite;reduced milk production,"Skin nodules with scabs, reduced movement, watery eyes",Lumpy_Skin_Disease,62,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-08-03,Kagal,Kagal,Kolhapur,Maharashtra,Sopan Gaikwad,Disease_Images/Lumpy_Skin_Disease
HR0218,DS165,Cow,Deoni,9.8,Female,450,38.4,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-18,Kagal,Kagal,Kolhapur,Maharashtra,Sopan Gaikwad,Disease_Images/Healthy
HR0219,DS166,Cow,Deoni,7.2,Female,485,38.8,skin problem;loss of appetite,Circular hairless scaly patches on face and neck,Ringworm,50,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Needs Review,2026-05-20,Karad,Karad,Satara,Maharashtra,Mangal Deshmukh,Disease_Images/Ringworm
HR0220,DS167,Cow,Holstein Friesian,9.3,Female,391,38.0,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-17,Junnar,Junnar,Pune,Maharashtra,Kavita Bhosale,Disease_Images/Healthy
HR0221,DS168,Cow,Holstein Friesian,3.0,Female,478,38.1,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-14,Rahuri,Rahuri,Ahmednagar,Maharashtra,Bhagwan Kadam,Disease_Images/Healthy
HR0222,DS169,Cow,Jersey,8.6,Female,306,38.0,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-15,Sangamner,Sangamner,Ahmednagar,Maharashtra,Rajesh Kale,Disease_Images/Healthy
HR0223,DS170,Cow,Sahiwal,7.8,Female,348,38.2,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-24,Junnar,Junnar,Pune,Maharashtra,Sopan Bhosale,Disease_Images/Healthy
HR0224,DS171,Cow,Gir,4.1,Female,331,40.0,reduced milk production;loss of appetite;weakness,"Hard quarter of udder, flakes in milk, kicks when milked",Mastitis,49,Medium,General health concern,Monitor the animal closely and consider veterinary consultation.,Verified,2026-06-12,Phaltan,Phaltan,Satara,Maharashtra,Sunita More,Disease_Images/Mastitis
HR0225,DS171,Cow,Gir,4.1,Female,331,38.4,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-27,Phaltan,Phaltan,Satara,Maharashtra,Sunita More,Disease_Images/Healthy
HR0226,DS172,Cow,Red Kandhari,1.1,Female,375,40.8,skin problem;fever;loss of appetite;reduced milk production,"Skin nodules with scabs, reduced movement, watery eyes",Lumpy_Skin_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-05-29,Kagal,Kagal,Kolhapur,Maharashtra,Sanjay Pawar,Disease_Images/Lumpy_Skin_Disease
HR0227,DS172,Cow,Red Kandhari,1.1,Female,375,38.6,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-19,Kagal,Kagal,Kolhapur,Maharashtra,Sanjay Pawar,Disease_Images/Healthy
HR0228,DS173,Cow,Red Kandhari,5.5,Male,455,39.6,skin problem;fever;loss of appetite,"Multiple raised skin nodules, nasal discharge, swelling of legs",Lumpy_Skin_Disease,75,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-07-11,Phaltan,Phaltan,Satara,Maharashtra,Nitin Chavan,Disease_Images/Lumpy_Skin_Disease
HR0229,DS174,Cow,Holstein Friesian,6.6,Male,337,38.5,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-13,Sinnar,Sinnar,Nashik,Maharashtra,Bhagwan Pawar,Disease_Images/Healthy
HR0230,DS175,Buffalo,Nili-Ravi,7.7,Female,471,40.7,skin problem,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Verified,2026-06-22,Kagal,Kagal,Kolhapur,Maharashtra,Anita Kadam,Disease_Images/Lumpy_Skin_Disease
HR0231,DS176,Cow,Holstein Friesian,8.3,Female,443,40.9,fever;loss of appetite;weakness,Vesicles and erosions in mouth and between hooves; drooling; lameness,Foot_Mouth_Disease,62,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-06-06,Sinnar,Sinnar,Nashik,Maharashtra,Mangal Shinde,Disease_Images/Foot_Mouth_Disease
HR0232,DS176,Cow,Holstein Friesian,8.3,Female,443,38.8,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-24,Sinnar,Sinnar,Nashik,Maharashtra,Mangal Shinde,Disease_Images/Healthy
HR0233,DS177,Cow,Deoni,1.3,Female,409,38.6,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-15,Shirol,Shirol,Kolhapur,Maharashtra,Balasaheb Kale,Disease_Images/Healthy
HR0234,DS178,Cow,Khillar,7.3,Female,449,40.5,skin problem;fever;loss of appetite,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,75,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-09-04,Karad,Karad,Satara,Maharashtra,Sunita Jadhav,Disease_Images/Lumpy_Skin_Disease
HR0235,DS178,Cow,Khillar,7.3,Female,449,38.0,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-14,Karad,Karad,Satara,Maharashtra,Sunita Jadhav,Disease_Images/Healthy
HR0236,DS179,Buffalo,Nili-Ravi,10.9,Male,466,38.7,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-16,Phaltan,Phaltan,Satara,Maharashtra,Prakash Jadhav,Disease_Images/Healthy
HR0237,DS180,Cow,Holstein Friesian,4.0,Female,383,38.7,skin problem,Circular hairless scaly patches on face and neck,Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Open,2026-08-29,Phaltan,Phaltan,Satara,Maharashtra,Rajesh Shinde,Disease_Images/Ringworm
HR0238,DS180,Cow,Holstein Friesian,4.0,Female,383,38.7,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-09,Phaltan,Phaltan,Satara,Maharashtra,Rajesh Shinde,Disease_Images/Healthy
HR0239,DS181,Cow,Holstein Friesian,4.5,Female,466,40.3,fever;loss of appetite,"Excess salivation, smacking lips, blisters on tongue, reluctant to walk",Foot_Mouth_Disease,50,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-08-30,Rahuri,Rahuri,Ahmednagar,Maharashtra,Sanjay Kadam,Disease_Images/Foot_Mouth_Disease
HR0240,DS181,Cow,Holstein Friesian,4.5,Female,466,38.3,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-09-17,Rahuri,Rahuri,Ahmednagar,Maharashtra,Sanjay Kadam,Disease_Images/Healthy
HR0241,DS182,Cow,Gir,7.1,Female,400,38.7,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-21,Pandharpur,Pandharpur,Solapur,Maharashtra,Rajesh Patil,Disease_Images/Healthy
HR0242,DS183,Goat,Osmanabadi,5.4,Female,58,38.1,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-26,Phaltan,Phaltan,Satara,Maharashtra,Kavita Chavan,Disease_Images/Healthy
HR0243,DS184,Buffalo,Pandharpuri,10.7,Female,552,38.5,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-20,Junnar,Junnar,Pune,Maharashtra,Ramesh Gaikwad,Disease_Images/Healthy
HR0244,DS185,Cow,Holstein Friesian,9.5,Female,302,40.2,reduced milk production;weakness,Udder swelling with reduced milk yield and mild fever,Mastitis,24,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-01,Junnar,Junnar,Pune,Maharashtra,Sopan Jadhav,Disease_Images/Mastitis
HR0245,DS185,Cow,Holstein Friesian,9.5,Female,302,38.9,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-18,Junnar,Junnar,Pune,Maharashtra,Sopan Jadhav,Disease_Images/Healthy
HR0246,DS186,Buffalo,Nili-Ravi,5.2,Female,350,38.9,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-13,Phaltan,Phaltan,Satara,Maharashtra,Anita Gaikwad,Disease_Images/Healthy
HR0247,DS187,Cow,Red Kandhari,7.2,Male,510,38.4,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-30,Junnar,Junnar,Pune,Maharashtra,Shivaji Kale,Disease_Images/Healthy
HR0248,DS188,Cow,Khillar,1.8,Female,387,38.8,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-25,Sinnar,Sinnar,Nashik,Maharashtra,Ganesh Kadam,Disease_Images/Healthy
HR0249,DS189,Cow,Deoni,8.8,Female,388,40.3,reduced milk production;fever;loss of appetite,Udder swelling with reduced milk yield and mild fever,Mastitis,62,High,Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-07-08,Junnar,Junnar,Pune,Maharashtra,Balasaheb Deshmukh,Disease_Images/Mastitis
HR0250,DS189,Cow,Deoni,8.8,Female,388,38.4,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-28,Junnar,Junnar,Pune,Maharashtra,Balasaheb Deshmukh,Disease_Images/Healthy
HR0251,DS190,Cow,Jersey,8.0,Female,509,39.1,skin problem,"Grey crusty round lesions around eyes, mild itching",Ringworm,25,Medium,Skin-related infection risk,Monitor the animal closely and consider veterinary consultation.,Open,2026-08-15,Junnar,Junnar,Pune,Maharashtra,Ganesh Chavan,Disease_Images/Ringworm
HR0252,DS190,Cow,Jersey,8.0,Female,509,38.7,,No abnormal signs; normal feeding and rumination,Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-08-26,Junnar,Junnar,Pune,Maharashtra,Ganesh Chavan,Disease_Images/Healthy
HR0253,DS191,Cow,Red Kandhari,4.0,Female,434,40.5,skin problem;fever,"Skin nodules with scabs, reduced movement, watery eyes",Lumpy_Skin_Disease,50,High,Skin-related infection risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Verified,2026-08-31,Kagal,Kagal,Kolhapur,Maharashtra,Shivaji Patil,Disease_Images/Lumpy_Skin_Disease
HR0254,DS192,Cow,Red Kandhari,9.3,Female,466,40.0,skin problem;fever;loss of appetite;reduced milk production,"Firm skin nodules 2-5 cm on neck, back and legs; enlarged lymph nodes",Lumpy_Skin_Disease,87,High,Skin-related infection risk;Systemic illness risk,Contact a veterinarian promptly and isolate the animal if advised by the veterinarian.,Open,2026-05-29,Shirol,Shirol,Kolhapur,Maharashtra,Shivaji Jadhav,Disease_Images/Lumpy_Skin_Disease
HR0255,DS192,Cow,Red Kandhari,9.3,Female,466,38.3,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-06-13,Shirol,Shirol,Kolhapur,Maharashtra,Shivaji Jadhav,Disease_Images/Healthy
HR0256,DS193,Cow,Jersey,1.4,Female,346,38.8,,"Alert, normal gait, normal milk yield",Healthy,0,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-07-29,Phaltan,Phaltan,Satara,Maharashtra,Bhagwan Salunkhe,Disease_Images/Healthy
HR0257,DS194,Cow,Khillar,8.5,Female,387,40.0,reduced milk production,"Hard quarter of udder, flakes in milk, kicks when milked",Mastitis,12,Low,General health concern,Continue preventive care and monitor for new symptoms.,Verified,2026-05-12,Phaltan,Phaltan,Satara,Maharashtra,Sunita Deshmukh,Disease_Images/Mastitis
